Step,Atoms,KinEng,top_disp,top_forc,bottom_f,side_for,all_wall,bond_cre,bond_bro,bond_int
1,50000,4.5347186e-20,0,0,-0.00035514589,-1.3484619e-10,-0.00035514603,0,0,0
100,50000,5.7658078e-15,0,0,-0.0003550623,-9.5418048e-09,-0.00035507184,0,0,493500
200,50000,8.9927385e-15,0,0,-0.00035512864,-2.2428288e-08,-0.00035515107,0,0,493500
300,50000,1.2330576e-14,0,0,-0.00035512994,-1.7899296e-08,-0.00035514784,0,0,493500
400,50000,2.2272492e-14,0,0,-0.00035514193,-2.0866183e-08,-0.00035516279,0,0,493500
500,50000,3.3068565e-14,0,0,-0.00035515522,-3.9538001e-08,-0.00035519476,0,0,493500
600,50000,4.281253e-14,0,0,-0.00035513026,-5.1130709e-08,-0.0003551814,0,0,493500
700,50000,5.7699783e-14,0,0,-0.00035510608,-6.0771015e-08,-0.00035516685,0,0,493500
800,50000,7.4895041e-14,0,0,-0.00035511439,-6.4759403e-08,-0.00035517915,0,0,493500
900,50000,9.1314081e-14,0,0,-0.00035512007,-6.9836252e-08,-0.00035518991,0,0,493500
1000,50000,1.1036703e-13,0,0,-0.00035510968,-8.6995591e-08,-0.00035519667,0,0,493500
1100,50000,1.3352439e-13,0,0,-0.00035514857,-1.0158335e-07,-0.00035525016,0,0,493500
1200,50000,1.5330846e-13,0,0,-0.00035511999,-1.1296781e-07,-0.00035523296,0,0,493500
1300,50000,1.7695394e-13,0,0,-0.00035510329,-1.1898857e-07,-0.00035522227,0,0,493500
1400,50000,2.0347629e-13,0,0,-0.00035510603,-1.2841788e-07,-0.00035523445,0,0,493500
1500,50000,2.2834343e-13,0,0,-0.00035510076,-1.478831e-07,-0.00035524865,0,0,493500
1600,50000,2.5533652e-13,0,0,-0.00035509634,-1.6461326e-07,-0.00035526096,0,0,493500
1700,50000,2.851e-13,0,0,-0.00035510161,-1.7592876e-07,-0.00035527754,0,0,493500
1800,50000,3.1401674e-13,0,0,-0.00035513194,-1.8265706e-07,-0.00035531459,0,0,493500
1900,50000,3.4311453e-13,0,0,-0.00035508654,-1.949442e-07,-0.00035528149,0,0,493500
2000,50000,3.7450981e-13,0,0,-0.00035508682,-2.1688415e-07,-0.0003553037,0,0,493500
2100,50000,4.0724732e-13,0,0,-0.00035507918,-2.3903537e-07,-0.00035531821,0,0,493500
2200,50000,4.379904e-13,0,0,-0.00035506038,-2.484552e-07,-0.00035530883,0,0,493500
2300,50000,4.7197648e-13,0,0,-0.00035510605,-2.5699871e-07,-0.00035536305,0,0,493500
2400,50000,5.0661908e-13,0,0,-0.00035509462,-2.7338702e-07,-0.00035536801,0,0,493500
2500,50000,5.39352e-13,0,0,-0.00035506956,-2.9269954e-07,-0.00035536226,0,0,493500
2600,50000,5.7421e-13,0,0,-0.00035506333,-3.1758965e-07,-0.00035538092,0,0,493500
2700,50000,6.098445e-13,0,0,-0.00035506199,-3.3149493e-07,-0.00035539349,0,0,493500
2800,50000,6.4424636e-13,0,0,-0.00035504174,-3.4165829e-07,-0.0003553834,0,0,493500
2900,50000,6.7968921e-13,0,0,-0.0003550643,-3.594339e-07,-0.00035542374,0,0,493500
3000,50000,7.1659519e-13,0,0,-0.00035507584,-3.7939139e-07,-0.00035545523,0,0,493500
3100,50000,7.5227422e-13,0,0,-0.00035503955,-4.0273156e-07,-0.00035544228,0,0,493500
3200,50000,7.8724774e-13,0,0,-0.00035504954,-4.2045658e-07,-0.00035547,0,0,493500
3300,50000,8.2488702e-13,0,0,-0.00035502651,-4.3414663e-07,-0.00035546066,0,0,493500
3400,50000,8.605885e-13,0,0,-0.00035502225,-4.5144811e-07,-0.0003554737,0,0,493500
3500,50000,8.9540986e-13,0,0,-0.00035503235,-4.752262e-07,-0.00035550758,0,0,493500
3600,50000,9.3320352e-13,0,0,-0.00035502858,-4.98312e-07,-0.0003555269,0,0,493500
3700,50000,9.6905781e-13,0,0,-0.0003550251,-5.152801e-07,-0.00035554038,0,0,493500
3800,50000,1.0038803e-12,0,0,-0.00035501245,-5.3059164e-07,-0.00035554304,0,0,493500
3900,50000,1.0404901e-12,0,0,-0.00035501484,-5.5069551e-07,-0.00035556554,0,0,493500
4000,50000,1.0761824e-12,0,0,-0.00035497828,-5.7765343e-07,-0.00035555594,0,0,493500
4100,50000,1.1103446e-12,0,0,-0.00035498573,-6.0011386e-07,-0.00035558584,0,0,493500
4200,50000,1.1456938e-12,0,0,-0.00035500524,-6.1836838e-07,-0.00035562361,0,0,493500
4300,50000,1.181165e-12,0,0,-0.00035498885,-6.3395688e-07,-0.00035562281,0,0,493500
4400,50000,1.2144845e-12,0,0,-0.00035498569,-6.5491841e-07,-0.00035564061,0,0,493500
4500,50000,1.2486495e-12,0,0,-0.00035496844,-6.8420578e-07,-0.00035565264,0,0,493500
4600,50000,1.2832153e-12,0,0,-0.00035495005,-7.0709517e-07,-0.00035565715,0,0,493500
4700,50000,1.3150587e-12,0,0,-0.00035494562,-7.272386e-07,-0.00035567286,0,0,493500
4800,50000,1.3479686e-12,0,0,-0.00035496544,-7.4531452e-07,-0.00035571075,0,0,493500
4900,50000,1.3809761e-12,0,0,-0.00035494798,-7.6529004e-07,-0.00035571327,0,0,493500
5000,50000,1.4119868e-12,0,0,-0.00035494334,-7.9317445e-07,-0.00035573651,0,0,493500
5001,50000,1.4122917e-12,0,0,-0.00035494351,-7.9344947e-07,-0.00035573696,0,0,493500
5001,50000,1.4122917e-12,0,0,-0.00070988712,-1.5869465e-06,-0.00071147407,0,0,0
5100,50000,1.4433562e-12,0,1.2440421e-05,-0.0003549402,-8.1985209e-07,-0.00034331963,0,0,493500
5200,50000,1.4751927e-12,0,1.6050852e-05,-0.00035489884,-8.4154739e-07,-0.00033968954,0,0,493500
5300,50000,1.5056359e-12,0,1.9287095e-05,-0.00035491341,-8.6344587e-07,-0.00033648976,0,0,493500
5400,50000,1.5357371e-12,0,2.2494018e-05,-0.00035491516,-8.9009831e-07,-0.00033331124,0,0,493500
5500,50000,1.5668156e-12,0,2.577078e-05,-0.00035490349,-9.1946289e-07,-0.00033005217,0,0,493500
5600,50000,1.5975539e-12,0,2.9154089e-05,-0.00035489923,-9.5003579e-07,-0.00032669518,0,0,493500
5700,50000,1.6275146e-12,0,3.2662014e-05,-0.00035488868,-9.7533608e-07,-0.00032320201,0,0,493500
5800,50000,1.6594142e-12,0,3.6300946e-05,-0.00035487408,-9.9996384e-07,-0.0003195731,0,0,493500
5900,50000,1.6913314e-12,0,4.0073505e-05,-0.00035485789,-1.0319667e-06,-0.00031581635,0,0,493500
6000,50000,1.7233597e-12,0,4.3978153e-05,-0.00035486307,-1.0460457e-06,-0.00031193097,0,0,493500
6001,50000,1.7236899e-12,0,4.4017862e-05,-0.00035486304,-1.0463951e-06,-0.00031189158,0,0,493500
6001,50000,1.7236899e-12,1e-06,6.6939281e-05,-0.00070972611,-2.0928357e-06,-0.00064487966,0,0,0
6100,50000,1.7529033e-12,1e-06,2.2922954e-05,-0.00035484945,-1.0780506e-06,-0.00033300455,0,0,493500
6200,50000,1.7817573e-12,1e-06,2.2902534e-05,-0.00035485341,-1.1037672e-06,-0.00033305464,0,0,493500
6300,50000,1.8093977e-12,1e-06,2.2894239e-05,-0.00035484809,-1.1270838e-06,-0.00033308094,0,0,493500
