id,x_mm,y_mm,z_mm,radius_mm
1,0.05719586735389581,-0.20249618798461533,-0.09559921006189803,0.042171633265087466
2,0.09930305662277561,-0.2218708269282185,-0.27403730042952124,0.042171633265087466
3,0.06980821775304447,0.3235216293453713,-0.11468781486611151,0.042171633265087466
4,0.16254648220879897,-0.214724114372478,0.020842553267215846,0.042171633265087466
5,-0.007607693840822216,0.2551959676998832,0.027077086617100454,0.042171633265087466
6,0.017096431759995756,-0.06506226176587177,-0.31288706545106726,0.042171633265087466
7,0.07909629628436032,0.19324552265057193,-0.040707036883873615,0.042171633265087466
8,0.22526121345489758,0.12461084687418711,-0.35389623491070377,0.042171633265087466
9,0.2832224253028248,-0.22659871504725992,0.09522881524372839,0.042171633265087466
10,0.3194691410243379,0.1649575940324166,0.10659931376875531,0.042171633265087466
11,-0.04443286528988172,-0.21692247676839313,-0.21206496905448335,0.042171633265087466
12,-0.1023354057743478,0.1698112377426807,-0.14009886057549087,0.042171633265087466
13,0.22771559429243793,-0.23563737128824408,-0.22003840500212357,0.042171633265087466
14,0.4147579743029479,0.05104042615703941,0.04220569313706013,0.042171633265087466
15,-0.06501984343837047,0.13835505226343936,-0.32988040356021175,0.042171633265087466
16,-0.2605848512132647,0.06433328410275663,-0.1253887683218174,0.042171633265087466
17,-0.13939313961550465,-0.15644474407166037,0.2762238632674884,0.042171633265087466
18,0.11692665248993184,0.4314290236686772,-0.0884425106181268,0.042171633265087466
19,-0.0731051627785258,-0.1279997725764846,-0.11330135034872113,0.042171633265087466
20,0.36581042398137786,0.11495379938836436,-0.05770767340586436,0.042171633265087466
21,0.12328091089304771,0.12750889444570912,-0.3699376548159808,0.042171633265087466
22,0.2494046150586875,0.10443965787091192,-0.11662105189744698,0.042171633265087466
23,-0.18996839920739145,0.039901583138604424,0.19268593972836934,0.042171633265087466
24,0.11431007941859972,-0.023964756364128037,0.3926029147908352,0.042171633265087466
25,0.22062949846537472,-0.10223864085734286,0.22236058078650267,0.042171633265087466
26,-0.02822292102967483,-0.1765175164782966,-0.41007469730353907,0.042171633265087466
27,-0.1418465275772261,-0.25197405908601966,-0.17735346485757747,0.042171633265087466
28,-0.0411386824698714,-0.2863211281484599,0.05086599451844831,0.042171633265087466
29,-0.2993876307285077,-0.05338309563333027,0.30892633599045094,0.042171633265087466
30,0.20882640107770067,-0.18399178540351452,0.12198223015356213,0.042171633265087466
31,0.22664742021186612,-0.09990942474029724,0.3166500639808757,0.042171633265087466
